UDI;ProductID;Type;AirTemperatureK;ProcessTemperatureK;RotationalSpeedRPM;TorqueNm;ToolWearMin;MachineFailure;TWF;HDF;PWF;OSF;RNF;EventDate;Site;City;Technician;Criticality;EstimatedCost;Status
4361;L51540;L;302,1;310,1;1543;35,8;164;0;0;0;0;0;0;2026-02-20;Site_C;Kano;Fatima;Low;1702;Monitoring
4362;M19221;M;302,1;310,1;1379;48,2;166;1;0;1;0;0;0;2025-12-23;Site_F;Enugu;Zainab;Critical;12031;Closed
4363;L51542;L;302,1;310,1;1447;46,6;169;0;0;0;0;0;0;2025-01-02;Site_D;PortHarcourt;Fatima;Medium;4268;Scheduled
4364;H33777;H;302,1;310,1;1844;24,6;171;0;0;0;0;0;0;2025-11-24;Site_A;Lagos;Kemi;Low;2422;Monitoring
4365;H33778;H;302,1;310,1;1615;29,9;176;0;0;0;0;0;0;2025-08-28;Site_D;PortHarcourt;Fatima;Low;1799;Monitoring
4366;L51545;L;302;310;1449;48,8;181;0;0;0;0;0;0;2026-03-27;Site_A;Lagos;Amina;Low;2452;Scheduled
4367;L51546;L;302;309,9;1388;51,4;183;0;0;0;0;0;0;2025-12-14;Site_F;Enugu;David;Low;1845;Scheduled
4368;H33781;H;302;309,9;1447;42,8;185;0;0;0;0;0;0;2024-04-14;Site_F;Enugu;Samuel;Low;2261;Scheduled
4369;L51548;L;302;310;1664;28,6;190;0;0;0;0;0;0;2025-01-01;Site_A;Lagos;Kemi;Medium;2755;Scheduled
4370;H33783;H;302;309,9;1735;27,2;192;0;0;0;0;0;0;2026-02-20;Site_D;PortHarcourt;Zainab;Medium;2814;Scheduled
4371;L51550;L;302;309,9;1308;57,6;197;1;0;1;0;1;0;2025-03-06;Site_F;Enugu;Amina;High;7765;InProgress
4372;L51551;L;302;309,8;1480;40;199;0;0;0;0;0;0;2024-10-12;Site_B;Abuja;Zainab;Low;1277;Monitoring
4373;M19232;M;301,9;309,6;1439;41,7;201;0;0;0;0;0;0;2024-03-28;Site_A;Lagos;Chinedu;Low;1932;Monitoring
4374;M19233;M;301,9;309,7;1533;35,9;204;0;0;0;0;0;0;2025-06-22;Site_C;Kano;Chinedu;Low;1363;Monitoring
4375;L51554;L;302;309,7;1551;34,8;207;0;0;0;0;0;0;2024-11-08;Site_C;Kano;Ibrahim;Low;1682;Monitoring
4376;L51555;L;302;309,7;1414;36,3;209;0;0;0;0;0;0;2025-10-22;Site_A;Lagos;Tunde;Low;1802;Monitoring
4377;M19236;M;301,9;309,6;1551;34,6;211;0;0;0;0;0;0;2025-03-12;Site_A;Lagos;David;Low;1209;Monitoring
4378;M19237;M;301,8;309,6;1436;49;214;0;0;0;0;0;0;2024-07-16;Site_C;Kano;Kemi;Low;881;Monitoring
4379;M19238;M;301,9;309,6;1385;45,8;217;0;0;0;0;0;0;2024-06-18;Site_A;Lagos;Ngozi;Medium;4204;Scheduled
4380;M19239;M;301,8;309,5;1732;30,1;220;0;0;0;0;0;0;2024-11-06;Site_C;Kano;David;Medium;3791;Monitoring
4381;L51560;L;301,9;309,6;1410;49;223;0;0;0;0;0;0;2025-10-06;Site_F;Enugu;Ngozi;Medium;5178;Scheduled
4382;L51561;L;301,9;309,6;1446;43,2;225;0;0;0;0;0;0;2024-08-26;Site_B;Abuja;Ibrahim;Low;1081;Scheduled
4383;L51562;L;301,8;309,5;1525;39,6;227;0;0;0;0;0;0;2024-02-01;Site_A;Lagos;Kemi;Medium;3308;Monitoring
4384;L51563;L;301,7;309,5;1298;65,5;229;1;0;1;0;1;0;2025-08-27;Site_D;PortHarcourt;David;High;10813;Closed
4385;L51564;L;301,8;309,6;1443;42,7;231;0;0;0;0;0;0;2025-06-04;Site_E;Ibadan;Samuel;Low;2092;Scheduled
4386;L51565;L;301,8;309,7;1442;45,3;233;1;1;0;0;0;0;2024-11-28;Site_A;Lagos;Ibrahim;High;8803;InProgress
4387;L51566;L;301,9;309,7;1719;31,9;0;0;0;0;0;0;0;2025-01-07;Site_A;Lagos;Amina;Low;1321;Scheduled
4388;L51567;L;302;309,8;1532;39,4;2;0;0;0;0;0;0;2025-01-13;Site_B;Abuja;Ibrahim;Low;1413;Monitoring
4389;L51568;L;302;309,8;1701;27,2;4;0;0;0;0;0;0;2024-10-13;Site_F;Enugu;Kemi;Medium;4875;Monitoring
4390;M19249;M;302,1;310;1355;45,1;6;1;0;1;0;0;0;2025-08-09;Site_A;Lagos;Chinedu;High;9023;Closed
4391;M19250;M;302,2;310,1;1421;45,4;9;0;0;0;0;0;0;2024-04-25;Site_B;Abuja;Ibrahim;Medium;2518;Monitoring
4392;M19251;M;302,2;310,1;1368;51,6;12;1;0;1;0;0;0;2026-01-30;Site_B;Abuja;Ibrahim;High;6593;InProgress
4393;L51572;L;302,2;310,1;1458;45,1;15;0;0;0;0;0;0;2025-06-29;Site_D;PortHarcourt;Chinedu;Medium;4338;Scheduled
4394;M19253;M;302,2;310,1;1572;34,6;17;0;0;0;0;0;0;2024-09-26;Site_A;Lagos;Ibrahim;Low;625;Monitoring
4395;L51574;L;302,2;310;1483;48,7;20;0;0;0;0;0;0;2024-03-17;Site_D;PortHarcourt;Samuel;Low;1179;Monitoring
4396;L51575;L;302,3;310,1;1513;40,4;22;0;0;0;0;0;0;2025-04-20;Site_F;Enugu;Zainab;Medium;4342;Scheduled
4397;H33810;H;302,3;310,1;1383;42,9;24;0;0;0;0;0;0;2025-10-29;Site_A;Lagos;Zainab;Low;2031;Monitoring
4398;L51577;L;302,4;310,2;1539;37,7;29;0;0;0;0;0;0;2025-11-06;Site_B;Abuja;Tunde;Low;1726;Monitoring
4399;M19258;M;302,3;310,1;1563;37,8;31;0;0;0;0;0;0;2025-03-03;Site_F;Enugu;Kemi;Medium;4195;Scheduled
4400;L51579;L;302,3;310,1;1653;29,7;34;0;0;0;0;0;0;2025-03-30;Site_B;Abuja;Zainab;Low;1984;Scheduled
4401;L51580;L;302,3;310,1;1353;50,9;36;1;0;1;0;0;0;2026-01-07;Site_D;PortHarcourt;Tunde;Critical;26484;InProgress
4402;H33815;H;302,2;310;1468;43,6;38;0;0;0;0;0;0;2026-03-13;Site_F;Enugu;Kemi;Medium;5329;Monitoring
4403;H33816;H;302,3;310,2;1506;33,8;43;0;0;0;0;0;0;2024-06-17;Site_D;PortHarcourt;Ibrahim;Medium;3378;Scheduled
4404;L51583;L;302,3;310,1;1388;49,9;48;0;0;0;0;0;0;2026-03-06;Site_E;Ibadan;Zainab;Medium;2662;Scheduled
4405;M19264;M;302,4;310,2;1485;45,9;50;0;0;0;0;0;0;2025-11-07;Site_A;Lagos;Kemi;Medium;3041;Scheduled
4406;L51585;L;302,4;310,2;1331;45,5;53;1;0;1;0;0;0;2024-05-13;Site_C;Kano;Tunde;High;8642;Closed
4407;L51586;L;302,5;310,3;1326;58,5;55;1;0;1;0;0;0;2024-06-08;Site_A;Lagos;Amina;High;6309;Closed
4408;L51587;L;302,3;310,2;1394;55,4;57;0;0;0;0;0;0;2024-08-14;Site_B;Abuja;Fatima;Low;717;Scheduled
4409;L51588;L;302,4;310,1;2009;18,9;59;0;0;0;0;0;0;2025-09-13;Site_F;Enugu;David;Medium;5705;Scheduled
4410;M19269;M;302,4;310,1;1358;54,6;61;1;0;1;0;0;0;2025-06-26;Site_F;Enugu;Kemi;High;6076;Closed
4411;L51590;L;302,5;310,2;1586;32,2;64;0;0;0;0;0;0;2026-01-20;Site_A;Lagos;Tunde;Medium;3334;Monitoring
4412;L51591;L;302,5;310,3;1688;31,6;66;0;0;0;0;0;0;2024-05-18;Site_D;PortHarcourt;Kemi;Medium;5378;Scheduled
4413;L51592;L;302,6;310,5;1450;43,2;68;0;0;0;0;0;0;2026-03-31;Site_A;Lagos;David;Low;1900;Scheduled
4414;M19273;M;302,7;310,5;1398;47,3;70;0;0;0;0;0;0;2025-11-27;Site_D;PortHarcourt;Ibrahim;Medium;2780;Scheduled
4415;L51594;L;302,7;310,5;1520;39,3;73;0;0;0;0;0;0;2026-01-29;Site_D;PortHarcourt;Amina;Low;2131;Scheduled
4416;L51595;L;302,6;310,4;1514;42,7;75;0;0;0;0;0;0;2026-02-05;Site_F;Enugu;Amina;Medium;4050;Monitoring
4417;M19276;M;302,6;310,4;1532;36,1;77;0;0;0;0;0;0;2026-01-05;Site_B;Abuja;Tunde;Low;1510;Scheduled
4418;L51597;L;302,6;310,4;1365;66,8;80;1;0;1;1;0;0;2025-10-16;Site_D;PortHarcourt;Ibrahim;High;8983;Closed
4419;L51598;L;302,6;310,3;1642;33,2;82;0;0;0;0;0;0;2026-01-24;Site_F;Enugu;Amina;Medium;5488;Monitoring
4420;M19279;M;302,6;310,2;2676;10,8;84;1;0;0;1;0;0;2024-03-20;Site_F;Enugu;Amina;Critical;20602;InProgress
4421;H33834;H;302,6;310,2;1873;21,3;87;0;0;0;0;0;0;2025-06-14;Site_F;Enugu;Ibrahim;Medium;4339;Monitoring
4422;L51601;L;302,6;310,2;1325;62,4;92;1;0;1;0;0;0;2024-09-21;Site_A;Lagos;Kemi;High;7295;Closed
4423;M19282;M;302,6;310,2;2157;17,2;94;0;0;0;0;0;0;2024-04-18;Site_E;Ibadan;Amina;Medium;3551;Monitoring
4424;M19283;M;302,6;310,2;1563;39;97;0;0;0;0;0;0;2025-12-01;Site_A;Lagos;Zainab;Low;1118;Monitoring
4425;M19284;M;302,6;310,2;1631;31;100;0;0;0;0;0;0;2025-04-19;Site_D;PortHarcourt;David;Medium;3995;Scheduled
4426;L51605;L;302,5;310,2;1547;36,9;103;0;0;0;0;0;0;2025-03-11;Site_B;Abuja;Chinedu;Medium;2539;Scheduled
4427;L51606;L;302,6;310,3;1479;40,4;105;0;0;0;0;0;0;2025-10-02;Site_D;PortHarcourt;Zainab;Low;2109;Monitoring
4428;M19287;M;302,4;310,1;1379;48,9;107;1;0;1;0;0;0;2025-02-22;Site_C;Kano;Fatima;High;10664;InProgress
4429;L51608;L;302,4;310,1;1906;21,2;110;0;0;0;0;0;0;2024-12-12;Site_D;PortHarcourt;Fatima;Medium;3085;Scheduled
4430;M19289;M;302,3;310,1;1731;33,4;112;0;0;0;0;0;0;2024-02-17;Site_C;Kano;Kemi;Medium;3300;Monitoring
4431;H33844;H;302,3;310,1;1688;30,4;115;0;0;0;0;0;0;2024-05-25;Site_C;Kano;David;Medium;4966;Scheduled
4432;H33845;H;302,3;310,2;1443;54,6;120;0;0;0;0;0;0;2025-03-08;Site_D;PortHarcourt;Chinedu;Low;1203;Scheduled
4433;L51612;L;302,4;310,2;1445;46,4;125;0;0;0;0;0;0;2024-09-02;Site_B;Abuja;Ibrahim;Medium;4655;Monitoring
4434;H33847;H;302,4;310,2;1435;44,9;127;0;0;0;0;0;0;2025-10-08;Site_C;Kano;David;Medium;5715;Scheduled
4435;L51614;L;302,4;310,1;1556;32,9;132;0;0;0;0;0;0;2024-05-20;Site_B;Abuja;Chinedu;Low;1543;Monitoring
4436;L51615;L;302,3;310,1;1321;52,7;134;1;0;1;0;0;0;2026-02-14;Site_E;Ibadan;Samuel;High;9631;Closed
4437;M19296;M;302,4;310,1;1577;35,8;136;0;0;0;0;0;0;2025-07-25;Site_C;Kano;Kemi;Low;1665;Scheduled
4438;L51617;L;302,4;310,2;1578;31,2;139;0;0;0;0;0;0;2024-04-01;Site_F;Enugu;Ngozi;Medium;5890;Monitoring
4439;L51618;L;302,4;310,1;1418;52,3;141;0;0;0;0;0;0;2025-11-30;Site_F;Enugu;Chinedu;Medium;4145;Monitoring
4440;M19299;M;302,4;310,2;1392;55,8;143;0;0;0;0;0;0;2025-03-01;Site_F;Enugu;Ibrahim;Medium;4290;Scheduled
4441;L51620;L;302,5;310,3;1446;44;146;0;0;0;0;0;0;2026-02-11;Site_B;Abuja;Ibrahim;Low;633;Monitoring
4442;L51621;L;302,5;310,2;1329;50,6;148;1;0;1;0;0;0;2024-01-18;Site_E;Ibadan;Chinedu;High;9163;Closed
4443;L51622;L;302,5;310,2;1563;34,8;150;0;0;0;0;0;0;2025-12-16;Site_C;Kano;Ibrahim;Medium;5817;Scheduled
4444;L51623;L;302,5;310,3;1405;57,4;152;0;0;0;0;0;0;2025-02-09;Site_A;Lagos;Tunde;Low;2181;Monitoring
4445;L51624;L;302,4;310,2;2224;16;154;0;0;0;0;0;0;2025-01-13;Site_A;Lagos;Zainab;Low;719;Scheduled
4446;L51625;L;302,5;310,2;1716;29,9;156;0;0;0;0;0;0;2024-07-25;Site_A;Lagos;Ngozi;Medium;5329;Monitoring
4447;L51626;L;302,5;310,3;1584;35,5;158;0;0;0;0;0;0;2026-04-03;Site_A;Lagos;Fatima;Low;1034;Monitoring
4448;M19307;M;302,5;310,3;1488;41,8;160;0;0;0;0;0;0;2024-11-17;Site_E;Ibadan;Chinedu;Medium;3808;Scheduled
4449;L51628;L;302,4;310,3;1374;51,2;163;1;0;1;0;0;0;2024-04-25;Site_B;Abuja;Chinedu;Critical;14866;Closed
4450;M19309;M;302,4;310,3;1378;54,3;165;1;0;1;0;0;0;2025-11-14;Site_F;Enugu;Samuel;Critical;15936;InProgress
4451;L51630;L;302,5;310,3;1551;37,3;168;0;0;0;0;0;0;2026-01-11;Site_F;Enugu;David;Medium;3573;Scheduled
4452;L51631;L;302,5;310,3;1549;40,9;170;0;0;0;0;0;0;2025-03-05;Site_F;Enugu;Amina;Low;2187;Scheduled
4453;M19312;M;302,5;310,3;1447;39,2;172;0;0;0;0;0;0;2025-06-13;Site_A;Lagos;Ibrahim;Medium;5169;Monitoring
4454;L51633;L;302,4;310,2;1400;53,7;175;0;0;0;0;0;0;2024-05-27;Site_D;PortHarcourt;Ibrahim;Medium;5246;Scheduled
4455;L51634;L;302,4;310,1;1401;48,8;177;0;0;0;0;0;0;2025-04-23;Site_E;Ibadan;Kemi;Medium;3557;Scheduled
4456;H33869;H;302,4;310,1;1597;28,9;179;0;0;0;0;0;0;2025-08-07;Site_F;Enugu;Fatima;Medium;4984;Monitoring
4457;L51636;L;302,3;310,1;1487;46;184;0;0;0;0;0;0;2025-04-21;Site_D;PortHarcourt;Kemi;Medium;2813;Scheduled
4458;M19317;M;302,5;310,3;1710;27,3;186;0;0;0;0;0;0;2025-04-21;Site_C;Kano;Amina;Medium;3964;Monitoring
4459;L51638;L;302,6;310,4;1478;47,7;189;0;0;0;0;0;0;2026-04-07;Site_B;Abuja;David;Low;1292;Monitoring
4460;L51639;L;302,6;310,4;1743;26,3;191;0;0;0;0;0;0;2024-07-04;Site_C;Kano;Ngozi;Medium;3331;Monitoring
4461;L51640;L;302,6;310,5;1596;32,8;193;0;0;0;0;0;0;2025-07-11;Site_E;Ibadan;Tunde;Low;2441;Scheduled
4462;L51641;L;302,7;310,5;1642;30,8;195;0;0;0;0;0;0;2025-03-20;Site_B;Abuja;Samuel;Medium;4635;Monitoring
4463;L51642;L;302,7;310,5;1263;67,8;197;1;0;1;0;1;0;2025-04-18;Site_E;Ibadan;Kemi;Critical;14558;Closed
4464;L51643;L;302,8;310,6;2016;19,9;199;0;0;0;0;0;0;2024-09-08;Site_D;PortHarcourt;Tunde;Low;1019;Monitoring
4465;L51644;L;302,8;310,6;1671;30,5;201;0;0;0;0;0;0;2024-01-30;Site_A;Lagos;Ngozi;Low;1941;Monitoring
4466;L51645;L;302,8;310,6;1404;43,2;203;0;0;0;0;0;0;2024-10-04;Site_E;Ibadan;Zainab;Low;1854;Scheduled
4467;L51646;L;302,8;310,6;1470;41,1;205;0;0;0;0;0;0;2026-03-07;Site_F;Enugu;Amina;Low;1859;Scheduled
4468;L51647;L;302,8;310,6;1617;37,9;207;0;0;0;0;0;0;2025-03-20;Site_A;Lagos;Kemi;Low;2022;Scheduled
4469;L51648;L;302,7;310,5;1725;29;209;0;0;0;0;0;0;2025-03-04;Site_D;PortHarcourt;Zainab;Low;1129;Monitoring
4470;L51649;L;302,7;310,5;1446;40,9;211;1;1;0;0;0;0;2025-03-16;Site_D;PortHarcourt;Samuel;Critical;13163;InProgress
4471;L51650;L;302,7;310,6;1564;34,3;0;0;0;0;0;0;0;2025-09-21;Site_B;Abuja;Samuel;Low;1791;Monitoring
4472;L51651;L;302,8;310,6;1670;29,1;2;0;0;0;0;0;0;2024-10-02;Site_F;Enugu;Chinedu;Medium;5031;Scheduled
4473;L51652;L;302,7;310,6;1501;48,7;4;0;0;0;0;0;0;2025-04-18;Site_D;PortHarcourt;Ibrahim;Medium;5299;Scheduled
4474;L51653;L;302,7;310,5;1551;35,9;6;0;0;0;0;0;0;2025-07-09;Site_F;Enugu;Fatima;Medium;3045;Monitoring
4475;L51654;L;302,7;310,5;1563;35;8;0;0;0;0;0;0;2025-08-31;Site_F;Enugu;Chinedu;Medium;5137;Scheduled
4476;L51655;L;302,7;310,5;1351;41,8;10;1;0;1;0;0;0;2025-04-10;Site_E;Ibadan;Samuel;Critical;16149;InProgress
4477;L51656;L;302,6;310,4;1415;52,1;12;0;0;0;0;0;0;2025-09-24;Site_F;Enugu;Zainab;Medium;4537;Scheduled
4478;L51657;L;302,6;310,3;1647;34,2;14;0;0;0;0;0;0;2024-04-21;Site_B;Abuja;Ibrahim;Medium;4325;Scheduled
4479;L51658;L;302,5;310,2;1477;41,6;16;0;0;0;0;0;0;2025-08-03;Site_A;Lagos;David;Medium;5970;Scheduled
4480;L51659;L;302,6;310,2;1923;21,5;18;0;0;0;0;0;0;2026-03-02;Site_A;Lagos;Zainab;Low;2451;Scheduled
4481;H33894;H;302,7;310,4;1305;55,2;20;1;0;1;0;0;0;2024-05-14;Site_E;Ibadan;Fatima;High;8586;InProgress
4482;M19341;M;302,6;310,4;1544;35,1;25;0;0;0;0;0;0;2024-10-15;Site_C;Kano;Ibrahim;Low;2251;Scheduled
4483;H33896;H;302,7;310,5;1568;36,9;28;0;0;0;0;0;0;2024-09-21;Site_D;PortHarcourt;David;Medium;4723;Scheduled
4484;L51663;L;302,7;310,4;1489;42,7;33;0;0;0;0;0;0;2024-05-01;Site_F;Enugu;Fatima;Medium;5915;Scheduled
4485;M19344;M;302,6;310,4;1451;43,1;35;0;0;0;0;0;0;2025-03-02;Site_F;Enugu;Tunde;Medium;4933;Monitoring
4486;L51665;L;302,7;310,4;1542;35,7;38;0;0;0;0;0;0;2025-02-01;Site_B;Abuja;Fatima;Medium;3495;Scheduled
4487;M19346;M;302,6;310,5;1965;20,2;40;0;0;0;0;0;0;2025-07-05;Site_C;Kano;Tunde;Low;1706;Monitoring
4488;L51667;L;302,5;310,5;1436;36,5;43;0;0;0;0;0;0;2024-07-12;Site_C;Kano;Zainab;Low;697;Monitoring
4489;M19348;M;302,5;310,4;1509;37,6;45;0;0;0;0;0;0;2025-08-14;Site_F;Enugu;Amina;Low;1576;Scheduled
4490;L51669;L;302,5;310,4;1487;40,2;48;0;0;0;0;0;0;2025-08-04;Site_D;PortHarcourt;Zainab;Low;1916;Scheduled
4491;L51670;L;302,5;310,4;1967;20,3;50;0;0;0;0;0;0;2024-06-15;Site_C;Kano;Amina;Medium;3652;Scheduled
4492;H33905;H;302,6;310,4;1409;53,3;52;0;0;0;0;0;0;2025-07-15;Site_E;Ibadan;Kemi;Medium;4473;Monitoring
4493;M19352;M;302,6;310,5;1420;56,4;57;0;0;0;0;0;0;2024-04-03;Site_E;Ibadan;Zainab;Medium;5209;Monitoring
4494;L51673;L;302,7;310,5;1511;37,7;60;0;0;0;0;0;0;2024-03-25;Site_E;Ibadan;Ibrahim;Medium;2833;Monitoring
4495;H33908;H;302,6;310,4;1649;30,1;62;0;0;0;0;0;0;2025-06-09;Site_C;Kano;Zainab;Medium;2824;Scheduled
4496;L51675;L;302,6;310,4;1359;57,2;67;1;0;1;0;0;0;2025-05-10;Site_A;Lagos;Fatima;Critical;16344;InProgress
4497;M19356;M;302,5;310,4;1605;36;69;0;0;0;0;0;0;2025-12-06;Site_C;Kano;Fatima;Medium;2628;Monitoring
4498;L51677;L;302,5;310,3;1523;36;72;0;0;0;0;0;0;2025-02-23;Site_D;PortHarcourt;Fatima;Medium;3551;Monitoring
4499;H33912;H;302,6;310,4;1614;36;74;0;0;0;0;0;0;2024-12-31;Site_F;Enugu;Amina;Low;1409;Monitoring
4500;H33913;H;302,6;310,3;1721;27,4;79;0;0;0;0;0;0;2025-04-24;Site_F;Enugu;Fatima;Low;680;Scheduled
4501;L51680;L;302,6;310,4;1638;36,2;84;0;0;0;0;0;0;2024-07-08;Site_F;Enugu;Ibrahim;Low;1609;Monitoring
4502;L51681;L;302,5;310,2;1307;54;86;1;0;1;0;0;0;2024-03-28;Site_A;Lagos;Fatima;Critical;13153;Closed
4503;L51682;L;302,4;310,2;1642;28,3;88;0;0;0;0;0;0;2025-06-12;Site_F;Enugu;Amina;Medium;5941;Monitoring
4504;M19363;M;302,5;310,2;1751;30,5;90;0;0;0;0;0;0;2024-07-01;Site_E;Ibadan;Ibrahim;Low;1283;Scheduled
4505;L51684;L;302,4;310,1;1645;31,6;93;0;0;0;0;0;0;2025-11-22;Site_F;Enugu;Amina;Medium;2792;Monitoring
4506;L51685;L;302,4;310,1;1426;46,8;95;0;0;0;0;0;0;2025-01-28;Site_D;PortHarcourt;Ibrahim;Medium;4216;Monitoring
4507;M19366;M;302,4;310,1;1520;36,6;97;0;0;0;0;0;0;2025-07-30;Site_D;PortHarcourt;Ibrahim;Low;2275;Scheduled
4508;L51687;L;302,4;310,1;1709;31,8;100;0;0;0;0;0;0;2026-01-11;Site_E;Ibadan;David;Low;2364;Monitoring
4509;L51688;L;302,4;310;1426;46,6;102;0;0;0;0;0;0;2025-06-20;Site_F;Enugu;Samuel;Medium;3908;Monitoring
4510;L51689;L;302,4;310,1;1429;43,7;104;0;0;0;0;0;0;2026-01-09;Site_F;Enugu;Amina;Low;871;Monitoring
4511;L51690;L;302,4;310,2;1346;62,4;106;1;0;1;0;0;0;2025-07-10;Site_C;Kano;David;High;11371;Closed
4512;L51691;L;302,5;310,2;1454;43;108;0;0;0;0;0;0;2024-05-04;Site_E;Ibadan;Chinedu;Medium;5039;Scheduled
4513;M19372;M;302,5;310,3;1411;49,5;110;0;0;0;0;0;0;2024-10-01;Site_C;Kano;Ibrahim;Medium;4022;Scheduled
4514;L51693;L;302,4;310,3;1900;24,4;113;0;0;0;0;0;0;2026-01-07;Site_C;Kano;Kemi;Low;2077;Scheduled
4515;L51694;L;302,4;310,3;1479;36,2;115;0;0;0;0;0;0;2024-01-01;Site_F;Enugu;Chinedu;Low;972;Scheduled
4516;L51695;L;302,5;310,4;1415;48,2;117;0;0;0;0;0;0;2024-01-07;Site_D;PortHarcourt;Samuel;Medium;2755;Monitoring
4517;L51696;L;302,5;310,3;1539;39;119;0;0;0;0;0;0;2025-03-17;Site_E;Ibadan;Amina;Low;1945;Scheduled
4518;L51697;L;302,4;310,3;1520;31,6;121;0;0;0;0;0;0;2024-02-13;Site_B;Abuja;Kemi;Medium;5016;Monitoring
4519;L51698;L;302,4;310,3;1480;45,8;123;0;0;0;0;0;0;2026-03-06;Site_A;Lagos;Amina;Low;886;Monitoring
4520;L51699;L;302,4;310,4;1666;29,7;125;0;0;0;0;0;0;2025-12-01;Site_E;Ibadan;Amina;Medium;3342;Monitoring
4521;L51700;L;302,4;310,4;1456;47,6;127;0;0;0;0;0;0;2024-09-18;Site_E;Ibadan;Kemi;Medium;4604;Scheduled
4522;L51701;L;302,4;310,4;1865;23,9;129;0;0;0;0;0;0;2025-03-27;Site_B;Abuja;Ibrahim;Medium;3921;Monitoring
4523;M19382;M;302,5;310,5;1918;21,6;131;0;0;0;0;0;0;2024-04-01;Site_F;Enugu;Ibrahim;Low;1676;Scheduled
4524;L51703;L;302,5;310,4;1488;48,4;134;0;0;0;0;0;0;2024-08-15;Site_E;Ibadan;Ngozi;Low;2141;Scheduled
4525;M19384;M;302,5;310,5;1527;38,8;136;0;0;0;0;0;0;2024-10-26;Site_F;Enugu;Chinedu;Low;2332;Scheduled
4526;M19385;M;302,4;310,4;1463;42,2;139;0;0;0;0;0;0;2024-09-04;Site_B;Abuja;David;Low;1705;Monitoring
4527;L51706;L;302,4;310,4;1521;38,5;142;0;0;0;0;0;0;2026-04-12;Site_E;Ibadan;David;Medium;5399;Monitoring
4528;M19387;M;302,4;310,5;1372;45,7;144;1;0;1;0;0;0;2026-03-16;Site_C;Kano;Zainab;High;9526;InProgress
4529;L51708;L;302,5;310,5;1507;39,5;147;0;0;0;0;0;0;2026-04-06;Site_D;PortHarcourt;Zainab;Low;633;Monitoring
4530;M19389;M;302,4;310,4;1586;34,3;149;0;0;0;0;0;0;2025-09-11;Site_A;Lagos;Samuel;Low;1501;Monitoring
4531;L51710;L;302,5;310,4;1487;42;152;0;0;0;0;0;0;2026-03-06;Site_D;PortHarcourt;Zainab;Medium;3944;Scheduled
4532;L51711;L;302,5;310,5;1520;41,2;154;0;0;0;0;0;0;2024-03-19;Site_E;Ibadan;Samuel;Low;1185;Monitoring
4533;H33946;H;302,5;310,4;1422;41,9;156;0;0;0;0;0;0;2024-09-22;Site_C;Kano;Kemi;Low;1846;Monitoring
4534;M19393;M;302,4;310,3;1375;52,5;161;1;0;1;0;0;0;2025-07-13;Site_E;Ibadan;David;Critical;18667;Closed
4535;L51714;L;302,4;310,2;1633;28;164;0;0;0;0;0;0;2026-02-28;Site_E;Ibadan;Zainab;Low;2296;Scheduled
4536;L51715;L;302,4;310,2;1503;36,2;166;0;0;0;0;0;0;2025-01-09;Site_B;Abuja;Chinedu;Medium;3720;Scheduled
4537;L51716;L;302,4;310,2;1351;45,1;168;1;0;1;0;0;0;2025-08-28;Site_D;PortHarcourt;Samuel;Critical;12037;Closed
4538;L51717;L;302,3;310,2;1548;35,3;170;0;0;0;0;0;0;2025-06-01;Site_F;Enugu;Ibrahim;Medium;3301;Scheduled
4539;L51718;L;302,4;310,3;1923;23,3;172;0;0;0;0;0;0;2024-05-02;Site_A;Lagos;Fatima;Low;2111;Monitoring
4540;L51719;L;302,5;310,3;1592;32,6;174;0;0;0;0;0;0;2024-03-04;Site_F;Enugu;Fatima;Low;2254;Monitoring
4541;M19400;M;302,5;310,4;1580;35,6;176;0;0;0;0;0;0;2025-01-16;Site_B;Abuja;Samuel;Low;1190;Monitoring
4542;L51721;L;302,5;310,4;1427;46,8;179;0;0;0;0;0;0;2024-04-15;Site_D;PortHarcourt;Amina;Low;597;Scheduled
4543;M19402;M;302,5;310,4;1581;32,7;181;0;0;0;0;0;0;2025-08-22;Site_C;Kano;Amina;Low;1721;Scheduled
4544;M19403;M;302,6;310,5;1542;39,9;184;0;0;0;0;0;0;2026-02-12;Site_A;Lagos;David;Medium;4522;Scheduled
4545;L51724;L;302,5;310,4;1349;55,1;187;1;0;1;0;0;0;2024-10-16;Site_C;Kano;Tunde;Critical;27811;InProgress
4546;L51725;L;302,5;310,5;1463;43;189;0;0;0;0;0;0;2025-11-08;Site_B;Abuja;Fatima;Low;2408;Scheduled
4547;M19406;M;302,5;310,4;1429;43,2;191;0;0;0;0;0;0;2024-09-12;Site_B;Abuja;Ibrahim;Medium;3328;Scheduled
4548;M19407;M;302,5;310,4;1451;53,6;194;0;0;0;0;0;0;2024-02-06;Site_A;Lagos;David;Medium;3821;Monitoring
4549;L51728;L;302,6;310,5;1511;37,2;197;0;0;0;0;0;0;2025-09-12;Site_F;Enugu;David;Low;2481;Scheduled
4550;L51729;L;302,6;310,6;1549;37,5;199;0;0;0;0;0;0;2025-11-18;Site_C;Kano;Tunde;Low;569;Scheduled
4551;M19410;M;302,5;310,5;1507;40,2;201;0;0;0;0;0;0;2025-03-03;Site_E;Ibadan;Samuel;Medium;2942;Monitoring
4552;M19411;M;302,6;310,5;1524;33,7;204;0;0;0;0;0;0;2025-01-20;Site_A;Lagos;David;Medium;5398;Monitoring
